method,dimensions,repeats,scenes,positive_similarity,positive_similarity_seed_std,positive_similarity_scene_std,positive_similarity_scene_count,negative_similarity,negative_similarity_seed_std,negative_similarity_scene_std,negative_similarity_scene_count,similarity_gap,similarity_gap_seed_std,similarity_gap_scene_std,similarity_gap_scene_count,retrieval_voxel_hit,retrieval_voxel_hit_seed_std,retrieval_voxel_hit_scene_std,retrieval_voxel_hit_scene_count,retrieval_hit_distance,retrieval_hit_distance_seed_std,retrieval_hit_distance_scene_std,retrieval_hit_distance_scene_count,retrieval_world_error_mean,retrieval_world_error_mean_seed_std,retrieval_world_error_mean_scene_std,retrieval_world_error_mean_scene_count,retrieval_world_error_median,retrieval_world_error_median_seed_std,retrieval_world_error_median_scene_std,retrieval_world_error_median_scene_count,scope
pca,384,1,5,0.6291226833097395,0.0,0.06204099269684259,5,0.28764894084759185,0.0,0.06877858965133408,5,0.34288419415378546,0.0,0.055134540886092445,5,0.2698095955907438,0.0,0.10455852379098007,5,0.3919279449354388,0.0,0.12537318581766863,5,0.31886154926388594,0.0,0.09462185053064293,5,0.24171081668907593,0.0,0.10294369044133345,5,all_pairs
pca,512,1,5,0.6245825060625231,0.0,0.061665809930925866,5,0.2851617380677314,0.0,0.06745661470746604,5,0.3408206127578911,0.0,0.054578318150457314,5,0.2736843253692025,0.0,0.10582157219317283,5,0.3977293232129643,0.0,0.12575519489279557,5,0.31496664739055863,0.0,0.09415012769564372,5,0.23877574303457813,0.0,0.10331515502839732,5,all_pairs
pca,768,1,5,0.6195554257977394,0.0,0.06120799690486166,5,0.2826045587545877,0.0,0.0659036978846213,5,0.33835132195913165,0.0,0.05389337605463018,5,0.27656841571147284,0.0,0.10734204920141219,5,0.40170112670835956,0.0,0.1274729893298551,5,0.3113489774701562,0.0,0.0940059615627433,5,0.23084417830071144,0.0,0.10341127523110817,5,all_pairs
pca,1024,1,5,0.6170901428980212,0.0,0.06086381474727232,5,0.2814868449913805,0.0,0.0649770049006306,5,0.3369985677312532,0.0,0.0535698953260086,5,0.27749102179653334,0.0,0.10752581792750368,5,0.40319789987642274,0.0,0.12800049117040288,5,0.3098115335302013,0.0,0.09351590840060753,5,0.2299841896372457,0.0,0.10260970969306639,5,all_pairs
random,128,5,5,0.8519142489971653,0.017748574532053297,0.024279807713955933,5,0.7140146288201021,0.014723043031983607,0.022713814342939804,5,0.13868561217647407,0.006879902583215848,0.017186794775070575,5,0.24036777756427713,0.018480977790549167,0.0936918471598564,5,0.3535317405079189,0.02355369126990755,0.11569274936129369,5,0.3429667675728022,0.017270171132269817,0.09705334570890499,5,0.2560311420622372,0.018415089130071234,0.1061433297757279,5,all_pairs
random,256,5,5,0.8571395263671875,0.011953542769682173,0.02944948313403448,5,0.7213108124432763,0.020795134726316698,0.036318427372198724,5,0.13672250006970607,0.011125975735265565,0.018220383730967776,5,0.25536105517365426,0.014639460011617927,0.10276108171968268,5,0.37391035071314915,0.01977307231079665,0.126779004106396,5,0.327915973359452,0.01637607385434534,0.10141541550975271,5,0.24457951218082058,0.015966672367099016,0.10876317427568437,5,all_pairs
random,384,5,5,0.9063881400515956,0.06821463389556479,0.018107895233608833,5,0.8215867572794112,0.1282274749468945,0.0215053431823975,5,0.08541550631144244,0.060558201310804895,0.011011153750306523,5,0.2603332326716666,0.012517219002515586,0.1043830978875658,5,0.3799713700854297,0.018313612584290456,0.12556954752744662,5,0.3240063928433567,0.015942415091244885,0.10121426750890218,5,0.2436234709980988,0.015416807177910283,0.1095153542751572,5,all_pairs
random,512,5,5,0.9023900359292185,0.0694092380144614,0.01895160194568709,5,0.8145603229003046,0.1305423782956874,0.02221810084386709,5,0.08845466264312081,0.06163334603430429,0.011464152785538894,5,0.26967719459601225,0.007404926904108284,0.10648148435839025,5,0.39134452895080524,0.01113334596952184,0.12870518008472706,5,0.3164944031230947,0.009174278238532126,0.10179404012480633,5,0.2352757666072538,0.009045998086906105,0.10860780428719702,5,all_pairs
random,768,5,5,0.9257035458741649,0.06792057676553685,0.014342046754652926,5,0.857765774812667,0.12887465025742073,0.01641959673530583,5,0.06837435626991895,0.06145121372274628,0.00896864690780844,5,0.2744678548519094,0.009697257650079363,0.10604252346235576,5,0.3971535725000844,0.013284564996079686,0.12894924019172027,5,0.31559034259077073,0.011463100118652357,0.10330699177343859,5,0.23516301776997506,0.011601681813756998,0.11006005038014709,5,all_pairs
random,1024,5,5,0.9230978491229396,0.0650334409443765,0.01529526460094426,5,0.8515533381007536,0.12515993617084167,0.01756710111141306,5,0.07204669989445149,0.06055940023090344,0.0093631756426417,5,0.2781037849494092,0.008817682425065903,0.1086036019215856,5,0.402241786453584,0.011358155349284136,0.13187126796955814,5,0.3123087181285021,0.008753639725106049,0.10448354495265125,5,0.2308159869673752,0.007453455389582453,0.11233398866607933,5,all_pairs
