scene,method,dimensions,repeat,contributing_rows,valid_rows,positive_similarity,positive_similarity_std,positive_similarity_count,negative_similarity,negative_similarity_std,negative_similarity_count,similarity_gap,similarity_gap_std,similarity_gap_count,retrieval_voxel_hit,retrieval_voxel_hit_std,retrieval_voxel_hit_count,retrieval_hit_distance,retrieval_hit_distance_std,retrieval_hit_distance_count,retrieval_world_error_mean,retrieval_world_error_mean_std,retrieval_world_error_mean_count,retrieval_world_error_median,retrieval_world_error_median_std,retrieval_world_error_median_count,status,scope
scene0707_00,ablation_once,1024,0,31,31,0.858754083033531,0.03723512070751202,31,0.6923500313475307,0.04025910862705797,31,0.166404051686,0.038620276089039396,31,0.4323299213239403,0.14778238831556698,31,0.6324017128643394,0.15572382721455488,31,0.14228313047561353,0.06454314165755508,31,0.0805084036002236,0.03034319135711504,31,ok,all_pairs
scene0707_00,centered_full,1536,0,31,31,0.66422902576385,0.0910347300137225,31,0.2701241386129328,0.10815228549863559,31,0.39410488715091735,0.1156107802117302,31,0.3933650824343838,0.13062867876688172,31,0.5842066606914952,0.14413783307962633,31,0.1701543821470935,0.07396676702104886,31,0.09355831398598609,0.04272375561948068,31,ok,all_pairs
scene0707_00,original,1536,0,31,31,0.9749662703083407,0.007251047620462143,31,0.9420962895530969,0.008585593449666752,31,0.03286998075524381,0.009135407461608151,31,0.38957034775619986,0.12856505172869648,31,0.5873621275821705,0.14586905707327089,31,0.16849439131753824,0.07877254349833734,31,0.09205642438703968,0.04376058412363084,31,ok,all_pairs
scene0707_00,pca,128,0,31,31,0.7181657398900678,0.09801667171179322,31,0.30117686073647,0.12166493166653447,31,0.4169888791535979,0.1297874006012022,31,0.35095132329529916,0.13596888802017443,31,0.5321172535336036,0.15687187195537816,31,0.1923151089786769,0.08409211198097691,31,0.1087005270584937,0.04906312320321802,31,ok,all_pairs
scene0707_00,pca,256,0,31,31,0.6887771708350028,0.09388408350062287,31,0.28427008357224703,0.1155373107679659,31,0.40450708726275575,0.12263061799023481,31,0.3723631009718477,0.12914791946935034,31,0.5550846305360781,0.15099568811281627,31,0.1821733331368329,0.07898600247652855,31,0.10344122506437763,0.047389095602881966,31,ok,all_pairs
scene0707_00,pca,384,0,31,31,0.6799732850443932,0.09273614861760118,31,0.2787231322869618,0.1129299930955379,31,0.4012501527574313,0.12007652798639529,31,0.3830964343974157,0.129578905535484,31,0.5692204989663666,0.14504297812821465,31,0.17726920901293033,0.07722289020404753,31,0.09943423756668644,0.04566842361358768,31,ok,all_pairs
scene0707_00,pca,512,0,31,31,0.6749305571279218,0.09205343284958681,31,0.2758486763255862,0.11142172375076516,31,0.3990818808023356,0.11864559381555777,31,0.3849899725141306,0.12997303074078242,31,0.5739506467681972,0.14527985868624166,31,0.17505224398538655,0.07670494558624828,31,0.09854627076175905,0.04533528655730544,31,ok,all_pairs
scene0707_00,pca,768,0,31,31,0.6693694130066903,0.09141562779249933,31,0.27280233897295286,0.1097521262248221,31,0.39656707403373737,0.11705235154002393,31,0.3891396918978702,0.13148750650577665,31,0.5798472304180395,0.1448982052526774,31,0.17149209466035922,0.07457831876568378,31,0.09497607331122121,0.0432375068757974,31,ok,all_pairs
scene0707_00,pca,1024,0,31,31,0.6665922605222271,0.09120727750139597,31,0.27138949758987074,0.10889564152067445,31,0.3952027629323564,0.11625482013888952,31,0.39095408334330284,0.13085932549216495,31,0.5814998261599277,0.14364487300276607,31,0.17092505517509154,0.07408864544356669,31,0.09430733226960705,0.0425100313985784,31,ok,all_pairs
scene0707_00,random,128,42,31,31,0.8912025170941507,0.04753737944453927,31,0.7415768254206043,0.05744178546343598,31,0.14962569167354645,0.041113778031698515,31,0.3538338153975113,0.13267153077284713,31,0.5368439859034881,0.15885837733469835,31,0.18522661645214245,0.08473389784686595,31,0.10856242850422859,0.05618634258730634,31,ok,all_pairs
scene0707_00,random,128,43,31,31,0.8688547822736925,0.03257449067799861,31,0.7105852502240634,0.04413794511189553,31,0.15826953204962918,0.04301304426613807,31,0.36060660375056275,0.14383163767378437,31,0.5352046882192822,0.15407707865108172,31,0.19130049337874877,0.08137566186218116,31,0.11100708008293182,0.06001056645875088,31,ok,all_pairs
scene0707_00,random,128,44,31,31,0.9026766823184106,0.03238882452267458,31,0.7622948885308356,0.03747303965616697,31,0.14038179378757504,0.03787958476152436,31,0.319754027082116,0.12108455680760638,31,0.4962134968433035,0.15361663300501943,31,0.2131120789553414,0.09931333304421074,31,0.12723512815371638,0.07419753134816087,31,ok,all_pairs
scene0707_00,random,128,45,31,31,0.8947106445989301,0.030893707149091273,31,0.756848732158248,0.03636498017416872,31,0.13786191244068202,0.039587570260464965,31,0.33604115131405304,0.11969205619596811,31,0.5099453290051458,0.1339806863563789,31,0.19644161215533748,0.07707261671039355,31,0.1137757443131939,0.05465200276700646,31,ok,all_pairs
scene0707_00,random,128,46,31,31,0.851920489341982,0.040461544466545124,31,0.6943350814178983,0.04336193020696056,31,0.15758540792408363,0.03763712637684154,31,0.34673287199605685,0.12331885323083755,31,0.5185424275544135,0.1444547485254419,31,0.195888726533315,0.08573101909487307,31,0.11191518640806598,0.05747186638601677,31,ok,all_pairs
scene0707_00,random,256,42,31,31,0.8858689319702887,0.04599122438690888,31,0.7353413705190041,0.059564907643163495,31,0.15052756145128462,0.042684028865111974,31,0.38741771773786327,0.13515709764696854,31,0.5766064001834713,0.14794332592208254,31,0.16651898266749168,0.07231268284872631,31,0.09339796475345089,0.03875251191860794,31,ok,all_pairs
