scene,method,dimensions,repeat,contributing_rows,valid_rows,positive_similarity,positive_similarity_std,positive_similarity_count,negative_similarity,negative_similarity_std,negative_similarity_count,similarity_gap,similarity_gap_std,similarity_gap_count,retrieval_voxel_hit,retrieval_voxel_hit_std,retrieval_voxel_hit_count,retrieval_hit_distance,retrieval_hit_distance_std,retrieval_hit_distance_count,retrieval_world_error_mean,retrieval_world_error_mean_std,retrieval_world_error_mean_count,retrieval_world_error_median,retrieval_world_error_median_std,retrieval_world_error_median_count,status
scene0707_00,random,128,42,31,31,0.8918144895184424,0.0225696406179204,31,0.7128571235184468,0.04628484345893217,31,0.1789573659999958,0.0485889845771247,31,0.3479745335179943,0.13760268876780743,31,0.5305339988264097,0.14115939491762364,31,0.18939559146569232,0.09017416446226036,31,0.1036513970503884,0.043425388871476046,31,ok
scene0707_00,random,128,43,31,31,0.868166317862849,0.020160316030201568,31,0.6865954672995803,0.04349609752563601,31,0.1815708505632687,0.04428992373617858,31,0.3316266192612021,0.1362000766014168,31,0.4861785541609734,0.15339682318165151,31,0.21696152213573192,0.1061250969620814,31,0.11738328996204561,0.053067392266992905,31,ok
scene0707_00,random,128,44,31,31,0.9020600107408339,0.021015168273918205,31,0.7580674596939161,0.05086968075852717,31,0.14399255104691772,0.041382251293772467,31,0.308609695723023,0.13298783634251057,31,0.4718888610332129,0.14478978930331274,31,0.21452131839969957,0.10049821497789573,31,0.12627230368314252,0.06099839144011866,31,ok
scene0707_00,random,128,45,31,31,0.9045200617082657,0.01959851527217226,31,0.7696049817290427,0.040007092821957045,31,0.13491507997922284,0.03539873073936491,31,0.3210039791115788,0.12468495290468976,31,0.4867356594638055,0.13462101857347086,31,0.19961742065963478,0.08084820739280223,31,0.11648679212216408,0.04806779538794477,31,ok
scene0707_00,random,128,46,31,31,0.859924650961353,0.020398487199137418,31,0.6942129039697423,0.036993439780374664,31,0.1657117469916105,0.03462094204372455,31,0.3185451386888687,0.11974204962968056,31,0.48820714413466537,0.13629183122180566,31,0.20456059123332046,0.0857915284504169,31,0.11707500969209979,0.04759681414585268,31,ok
scene0707_00,random,256,42,31,31,0.8817355248235887,0.0217813984962021,31,0.7041496998344299,0.04365661039915398,31,0.17758582498915884,0.043417319921771017,31,0.36156165835040466,0.14091367199279062,31,0.5383707822557932,0.1515667402535637,31,0.18045228865337531,0.09349404674539419,31,0.10128506741696788,0.04725302774864512,31,ok
scene0707_00,random,256,43,31,31,0.9161746501922607,0.011858924571393988,31,0.7860335818626433,0.02519315546480209,31,0.1301410683296175,0.02814792358240278,31,0.3616559367997843,0.1410592233726623,31,0.5399932462867433,0.1440549380107531,31,0.18106325156466355,0.09576286668941261,31,0.10253773281170477,0.04363756931777799,31,ok
scene0707_00,random,256,44,31,31,0.8915223190861363,0.01957126206757277,31,0.7457939700921609,0.039147868975325385,31,0.14572834899397535,0.034857037561599406,31,0.32688701580777635,0.14028107247881183,31,0.4995269148127266,0.15286206234850797,31,0.1965505928993237,0.0945285712806995,31,0.1146405330829082,0.051166633791944825,31,ok
scene0707_00,random,256,45,31,31,0.910861034547129,0.01407252512128948,31,0.7817997427771467,0.025770718275037213,31,0.12906129176998224,0.02897397133210252,31,0.3505111224054371,0.12233295833833772,31,0.5298478997403068,0.12864462141105407,31,0.18070656374383157,0.07984027052692655,31,0.10519305123917518,0.048097705717820516,31,ok
scene0707_00,random,256,46,31,31,0.8701610565185547,0.020823903310615864,31,0.716366669344286,0.042172715574900876,31,0.15379438717426877,0.03533763602343283,31,0.32457860548125184,0.11622796063530959,31,0.5153920241265331,0.1335994310842629,31,0.1880283527333676,0.08390507442968671,31,0.10716732074656794,0.04242998862014741,31,ok
